gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000038028,Tigar,Trp53 induced glycolysis regulatory phosphatase,NCBIGene:319801,
ENSMUSG00000011171,Vipr2,vasoactive intestinal peptide receptor 2,NCBIGene:22355,
ENSMUSG00000032006,Pdgfd,"platelet-derived growth factor, D polypeptide",NCBIGene:71785,
ENSMUSG00000096847,Tmem151b,transmembrane protein 151B,NCBIGene:210573,
ENSMUSG00000062785,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",NCBIGene:16504,
ENSMUSG00000031295,Phka2,phosphorylase kinase alpha 2,NCBIGene:110094,
ENSMUSG00000031264,Btk,Bruton agammaglobulinemia tyrosine kinase,NCBIGene:12229,
ENSMUSG00000026005,Rpe,ribulose-5-phosphate-3-epimerase,NCBIGene:66646,
ENSMUSG00000034818,Celf5,"CUGBP, Elav-like family member 5",NCBIGene:319586,
ENSMUSG00000117869,Snhg4,small nucleolar RNA host gene 4,NCBIGene:100503380,
ENSMUSG00000042978,Sbk1,SH3-binding kinase 1,NCBIGene:104175,
ENSMUSG00000021277,Traf3,TNF receptor-associated factor 3,NCBIGene:22031,
ENSMUSG00000035226,Rims4,regulating synaptic membrane exocytosis 4,NCBIGene:241770,
ENSMUSG00000037196,Pacrg,PARK2 co-regulated,NCBIGene:69310,
ENSMUSG00000016319,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",NCBIGene:11740,
ENSMUSG00000035891,Cerk,ceramide kinase,NCBIGene:223753,
ENSMUSG00000030246,Ldhb,lactate dehydrogenase B,NCBIGene:16832,
ENSMUSG00000061175,Fnip2,folliculin interacting protein 2,NCBIGene:329679,
ENSMUSG00000024304,Cdh2,cadherin 2,NCBIGene:12558,
ENSMUSG00000042182,Bend6,BEN domain containing 6,NCBIGene:320705,
ENSMUSG00000025190,Got1,"glutamic-oxaloacetic transaminase 1, soluble",NCBIGene:14718,
ENSMUSG00000019796,Lrp11,low density lipoprotein receptor-related protein 11,NCBIGene:237253,
ENSMUSG00000067724,Gbx1,gastrulation brain homeobox 1,NCBIGene:231044,
ENSMUSG00000096225,Lhx8,LIM homeobox protein 8,NCBIGene:16875,
ENSMUSG00000028977,Casz1,castor zinc finger 1,NCBIGene:69743,
ENSMUSG00000020160,Meis1,Meis homeobox 1,NCBIGene:17268,
ENSMUSG00000085139,A730046J19Rik,RIKEN cDNA A730046J19 gene,NCBIGene:319764,
ENSMUSG00000036972,Zic4,zinc finger protein of the cerebellum 4,NCBIGene:22774,
ENSMUSG00000038805,Six3,sine oculis-related homeobox 3,NCBIGene:20473,
ENSMUSG00000100241,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",NCBIGene:20508,
ENSMUSG00000028072,Ntrk1,"neurotrophic tyrosine kinase, receptor, type 1",NCBIGene:18211,
ENSMUSG00000042258,Isl1,"ISL1 transcription factor, LIM/homeodomain",NCBIGene:16392,
ENSMUSG00000003528,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",NCBIGene:13358,
ENSMUSG00000026980,Ly75,lymphocyte antigen 75,NCBIGene:17076,
ENSMUSG00000056492,Adgrf5,adhesion G protein-coupled receptor F5,NCBIGene:224792,
ENSMUSG00000072966,Gprasp2,G protein-coupled receptor associated sorting protein 2,NCBIGene:245607,
ENSMUSG00000041669,Prima1,proline rich membrane anchor 1,NCBIGene:170952,
ENSMUSG00000030562,Nox4,NADPH oxidase 4,NCBIGene:50490,
ENSMUSG00000026078,Pdcl3,phosducin-like 3,NCBIGene:68833,
ENSMUSG00000056004,9330182L06Rik,RIKEN cDNA 9330182L06 gene,NCBIGene:231014,
ENSMUSG00000052364,B630019K06Rik,RIKEN cDNA B630019K06 gene,NCBIGene:102941,
ENSMUSG00000020917,Acly,ATP citrate lyase,NCBIGene:104112,
ENSMUSG00000034245,Hdac11,histone deacetylase 11,NCBIGene:232232,
ENSMUSG00000087085,Gm12068,predicted gene 12068,,
ENSMUSG00000110002,Gm45680,predicted gene 45680,,
ENSMUSG00000034486,Gbx2,gastrulation brain homeobox 2,NCBIGene:14472,
ENSMUSG00000046961,Gpr156,G protein-coupled receptor 156,NCBIGene:239845,
ENSMUSG00000038175,Mylip,myosin regulatory light chain interacting protein,NCBIGene:218203,
ENSMUSG00000042613,Pbxip1,pre B cell leukemia transcription factor interacting protein 1,NCBIGene:229534,
ENSMUSG00000008393,Carhsp1,calcium regulated heat stable protein 1,NCBIGene:52502,
ENSMUSG00000016087,Fli1,Friend leukemia integration 1,NCBIGene:14247,
ENSMUSG00000000263,Glra1,"glycine receptor, alpha 1 subunit",NCBIGene:14654,
ENSMUSG00000023911,Flywch2,FLYWCH family member 2,NCBIGene:76917,
ENSMUSG00000026398,Nr5a2,"nuclear receptor subfamily 5, group A, member 2",NCBIGene:26424,
ENSMUSG00000058325,Dock1,dedicator of cytokinesis 1,NCBIGene:330662,
ENSMUSG00000073008,Gpr174,G protein-coupled receptor 174,NCBIGene:213439,
ENSMUSG00000024907,Gal,galanin and GMAP prepropeptide,NCBIGene:14419,
ENSMUSG00000029193,Cckar,cholecystokinin A receptor,NCBIGene:12425,
ENSMUSG00000060568,Fam78b,"family with sequence similarity 78, member B",NCBIGene:226610,
ENSMUSG00000052698,Tln2,talin 2,NCBIGene:70549,
ENSMUSG00000002633,Shh,sonic hedgehog,NCBIGene:20423,
ENSMUSG00000041930,Fam222a,"family with sequence similarity 222, member A",NCBIGene:433940,
ENSMUSG00000042010,Acacb,acetyl-Coenzyme A carboxylase beta,NCBIGene:100705,
ENSMUSG00000052407,Ccdc171,coiled-coil domain containing 171,NCBIGene:320226,
ENSMUSG00000026840,Lamc3,laminin gamma 3,NCBIGene:23928,
ENSMUSG00000105218,Gm38413,"predicted gene, 38413",NCBIGene:330133,
ENSMUSG00000020098,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,NCBIGene:13180,
ENSMUSG00000028518,Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit",NCBIGene:108079,
ENSMUSG00000113241,Gm40663,"predicted gene, 40663",,
ENSMUSG00000022705,Drd3,dopamine receptor D3,NCBIGene:13490,
ENSMUSG00000019787,Trdn,triadin,NCBIGene:76757,
ENSMUSG00000116894,4930547E14Rik,RIKEN cDNA 4930547E14 gene,NCBIGene:75145,
ENSMUSG00000026387,Sctr,secretin receptor,NCBIGene:319229,
ENSMUSG00000085822,Gm15584,predicted gene 15584,,
ENSMUSG00000062391,4932435O22Rik,RIKEN cDNA 4932435O22 gene,NCBIGene:319819,
ENSMUSG00000053552,Ebf4,early B cell factor 4,NCBIGene:228598,
ENSMUSG00000048108,Tmem72,transmembrane protein 72,NCBIGene:319776,
ENSMUSG00000042129,Rassf4,Ras association (RalGDS/AF-6) domain family member 4,NCBIGene:213391,
ENSMUSG00000022346,Myc,myelocytomatosis oncogene,NCBIGene:17869,
ENSMUSG00000040706,Agmat,agmatine ureohydrolase (agmatinase),NCBIGene:75986,
ENSMUSG00000032034,Kcnj5,"potassium inwardly-rectifying channel, subfamily J, member 5",NCBIGene:16521,
ENSMUSG00000031139,Mcf2,mcf.2 transforming sequence,NCBIGene:109904,
ENSMUSG00000002032,Tmem25,transmembrane protein 25,NCBIGene:71687,
ENSMUSG00000038732,Mboat1,membrane bound O-acyltransferase domain containing 1,NCBIGene:218121,
ENSMUSG00000041134,Cyyr1,cysteine and tyrosine-rich protein 1,NCBIGene:224405,
ENSMUSG00000074925,Ptar1,protein prenyltransferase alpha subunit repeat containing 1,NCBIGene:72351,
ENSMUSG00000085845,Gm13944,predicted gene 13944,NCBIGene:100503106,
ENSMUSG00000052151,Plpp2,phospholipid phosphatase 2,NCBIGene:50784,
ENSMUSG00000089957,A830011K09Rik,RIKEN cDNA A830011K09 gene,NCBIGene:319702,
ENSMUSG00000042385,Gzmk,granzyme K,NCBIGene:14945,
ENSMUSG00000092627,D130058E05Rik,RIKEN cDNA D130058E05 gene,,
ENSMUSG00000071553,Cpa2,"carboxypeptidase A2, pancreatic",NCBIGene:232680,
ENSMUSG00000028661,Epha8,Eph receptor A8,NCBIGene:13842,
ENSMUSG00000026414,Tnnt2,"troponin T2, cardiac",NCBIGene:21956,
ENSMUSG00000040631,Dok4,docking protein 4,NCBIGene:114255,
ENSMUSG00000092074,Dynlt1a,dynein light chain Tctex-type 1A,NCBIGene:100310872,
ENSMUSG00000031027,Stk33,serine/threonine kinase 33,NCBIGene:117229,
ENSMUSG00000087296,Gm12130,predicted gene 12130,,
ENSMUSG00000087388,Gm12128,predicted gene 12128,NCBIGene:100039148,
ENSMUSG00000047992,Dipk1c,divergent protein kinase domain 1C,NCBIGene:240479,
ENSMUSG00000039232,Stx11,syntaxin 11,NCBIGene:74732,
ENSMUSG00000039007,Cpq,carboxypeptidase Q,NCBIGene:54381,
ENSMUSG00000045294,Insig1,insulin induced gene 1,NCBIGene:231070,
ENSMUSG00000056380,Gpr50,G-protein-coupled receptor 50,NCBIGene:14765,
ENSMUSG00000098108,Gm27008,"predicted gene, 27008",,
ENSMUSG00000086020,Gm12239,predicted gene 12239,,
ENSMUSG00000096956,Snhg18,small nucleolar RNA host gene 18,NCBIGene:100616095,
ENSMUSG00000021337,Scgn,"secretagogin, EF-hand calcium binding protein",NCBIGene:214189,
ENSMUSG00000046500,Tafa4,TAFA chemokine like family member 4,NCBIGene:320701,
ENSMUSG00000091712,Sec14l5,SEC14-like lipid binding 5,NCBIGene:665119,
ENSMUSG00000032303,Chrna3,"cholinergic receptor, nicotinic, alpha polypeptide 3",NCBIGene:110834,
ENSMUSG00000027907,S100a11,S100 calcium binding protein A11,NCBIGene:20195,
ENSMUSG00000003379,Cd79a,CD79A antigen (immunoglobulin-associated alpha),NCBIGene:12518,
ENSMUSG00000032852,Rspo4,R-spondin 4,NCBIGene:228770,
ENSMUSG00000093460,Six3os1,"SIX homeobox 3, opposite strand 1",NCBIGene:100043902,
ENSMUSG00000028778,Hcrtr1,hypocretin (orexin) receptor 1,NCBIGene:230777,
ENSMUSG00000007030,Vwa7,von Willebrand factor A domain containing 7,NCBIGene:27762,
ENSMUSG00000042808,Gpx2,glutathione peroxidase 2,NCBIGene:14776,
ENSMUSG00000020911,Krt19,keratin 19,NCBIGene:16669,
ENSMUSG00000038537,Mc3r,melanocortin 3 receptor,NCBIGene:17201,
ENSMUSG00000028989,Angptl7,angiopoietin-like 7,NCBIGene:654812,
ENSMUSG00000026989,Dapl1,death associated protein-like 1,NCBIGene:76747,
ENSMUSG00000112228,Gm47524,"predicted gene, 47524",,
ENSMUSG00000107736,Gm44148,"predicted gene, 44148",,
ENSMUSG00000005397,Nid1,nidogen 1,NCBIGene:18073,
ENSMUSG00000110336,4933400L20Rik,RIKEN cDNA 4933400L20 gene,NCBIGene:71058,
ENSMUSG00000055632,Hmcn2,hemicentin 2,NCBIGene:665700,
ENSMUSG00000104093,A330015K06Rik,RIKEN cDNA A330015K06 gene,NCBIGene:102637797,
ENSMUSG00000027007,Itprid2,ITPR interacting domain containing 2,NCBIGene:70599,
ENSMUSG00000024247,Pkdcc,"protein kinase domain containing, cytoplasmic",NCBIGene:106522,
ENSMUSG00000057967,Fgf18,fibroblast growth factor 18,NCBIGene:14172,
ENSMUSG00000040113,Mettl11b,methyltransferase like 11B,NCBIGene:240879,
ENSMUSG00000097441,Gm26633,"predicted gene, 26633",NCBIGene:102633600,
ENSMUSG00000108811,4933432K03Rik,RIKEN cDNA 4933432K03 gene,,
ENSMUSG00000035200,Chrnb4,"cholinergic receptor, nicotinic, beta polypeptide 4",NCBIGene:108015,
ENSMUSG00000037820,Tgm2,"transglutaminase 2, C polypeptide",NCBIGene:21817,
ENSMUSG00000040649,Rimklb,ribosomal modification protein rimK-like family member B,NCBIGene:108653,
ENSMUSG00000010914,Pdhx,"pyruvate dehydrogenase complex, component X",NCBIGene:27402,
ENSMUSG00000062590,Armc9,armadillo repeat containing 9,NCBIGene:78795,
ENSMUSG00000041548,Hspb8,heat shock protein 8,NCBIGene:80888,
ENSMUSG00000041895,Wipi1,"WD repeat domain, phosphoinositide interacting 1",NCBIGene:52639,
ENSMUSG00000042353,Frem3,Fras1 related extracellular matrix protein 3,NCBIGene:333315,
ENSMUSG00000032854,Ugt8a,UDP galactosyltransferase 8A,NCBIGene:22239,
ENSMUSG00000028643,Svbp,small vasohibin binding protein,NCBIGene:69216,
ENSMUSG00000022364,Tbc1d31,"TBC1 domain family, member 31",NCBIGene:210544,
ENSMUSG00000020123,Avpr1a,arginine vasopressin receptor 1A,NCBIGene:54140,
ENSMUSG00000054061,Gm9934,predicted gene 9934,,
ENSMUSG00000020891,Alox8,arachidonate 8-lipoxygenase,NCBIGene:11688,
ENSMUSG00000093738,AI606473,expressed sequence AI606473,,
ENSMUSG00000075284,Wipf1,"WAS/WASL interacting protein family, member 1",NCBIGene:215280,
ENSMUSG00000071719,Tmem28,transmembrane protein 28,NCBIGene:620592,
ENSMUSG00000097917,Gm26839,"predicted gene, 26839",NCBIGene:102639404,
ENSMUSG00000036923,Stox1,storkhead box 1,NCBIGene:216021,
ENSMUSG00000024987,Cyp26a1,"cytochrome P450, family 26, subfamily a, polypeptide 1",NCBIGene:13082,
ENSMUSG00000033386,Frrs1,ferric-chelate reductase 1,NCBIGene:20321,
ENSMUSG00000011382,Dhdh,dihydrodiol dehydrogenase (dimeric),NCBIGene:71755,
ENSMUSG00000093677,Gm20712,predicted gene 20712,,
ENSMUSG00000031212,Pgr15l,G protein-coupled receptor 15-like,NCBIGene:245526,
ENSMUSG00000084967,Gm12296,predicted gene 12296,NCBIGene:100093714,
ENSMUSG00000063935,Zar1,zygote arrest 1,NCBIGene:317755,
ENSMUSG00000003559,As3mt,arsenic (+3 oxidation state) methyltransferase,NCBIGene:57344,
ENSMUSG00000051029,Serpinb1b,"serine (or cysteine) peptidase inhibitor, clade B, member 1b",NCBIGene:282663,
ENSMUSG00000075217,4833423E24Rik,RIKEN cDNA 4833423E24 gene,NCBIGene:228151,
ENSMUSG00000086027,Gm11250,predicted gene 11250,,
ENSMUSG00000035528,Npffr2,neuropeptide FF receptor 2,NCBIGene:104443,
ENSMUSG00000056880,Gadl1,glutamate decarboxylase-like 1,NCBIGene:73748,
ENSMUSG00000089762,Ier5l,immediate early response 5-like,NCBIGene:72500,
ENSMUSG00000026134,Prim2,"DNA primase, p58 subunit",NCBIGene:19076,
ENSMUSG00000110090,Gm45682,predicted gene 45682,,
ENSMUSG00000087038,2900079G21Rik,RIKEN cDNA 2900079G21 gene,NCBIGene:620760,
ENSMUSG00000071489,Ptgdr,prostaglandin D receptor,NCBIGene:19214,
ENSMUSG00000024378,Stard4,StAR-related lipid transfer (START) domain containing 4,NCBIGene:170459,
ENSMUSG00000096934,Gm26658,"predicted gene, 26658",,
ENSMUSG00000041144,Dnah7b,"dynein, axonemal, heavy chain 7B",NCBIGene:227058,
ENSMUSG00000095407,Tmem200c,transmembrane protein 200C,NCBIGene:622645,
ENSMUSG00000107563,4930587E11Rik,RIKEN cDNA 4930587E11 gene,NCBIGene:75893,
ENSMUSG00000112410,B230217J21Rik,RIKEN cDNA B230217J21 gene,,
ENSMUSG00000020696,Rffl,ring finger and FYVE like domain containing protein,NCBIGene:67338,
ENSMUSG00000085141,Gm13429,predicted gene 13429,,
ENSMUSG00000110741,Gm48091,"predicted gene, 48091",,
ENSMUSG00000037143,Cfap61,cilia and flagella associated protein 61,NCBIGene:78774,
ENSMUSG00000091345,Col6a5,"collagen, type VI, alpha 5",NCBIGene:665033,
ENSMUSG00000043496,Tril,TLR4 interactor with leucine-rich repeats,NCBIGene:66873,
ENSMUSG00000104157,Gm38101,"predicted gene, 38101",,
ENSMUSG00000030659,Nucb2,nucleobindin 2,NCBIGene:53322,
ENSMUSG00000019851,Perp,"PERP, TP53 apoptosis effector",NCBIGene:64058,
ENSMUSG00000068154,Insm1,insulinoma-associated 1,NCBIGene:53626,
ENSMUSG00000027867,Spag17,sperm associated antigen 17,NCBIGene:74362,
ENSMUSG00000016253,Nelfcd,"negative elongation factor complex member C/D, Th1l",NCBIGene:57314,
ENSMUSG00000053111,Fank1,fibronectin type 3 and ankyrin repeat domains 1,NCBIGene:66930,
ENSMUSG00000041798,Gck,glucokinase,NCBIGene:103988,
ENSMUSG00000028617,Lrrc42,leucine rich repeat containing 42,NCBIGene:77809,
ENSMUSG00000068122,Agtr2,"angiotensin II receptor, type 2",NCBIGene:11609,
ENSMUSG00000019945,Cabcoco1,ciliary associated calcium binding coiled-coil 1,NCBIGene:73287,
ENSMUSG00000098659,1110015O18Rik,RIKEN cDNA 1110015O18 gene,NCBIGene:100503859,
ENSMUSG00000006463,Zdhhc24,"zinc finger, DHHC domain containing 24",NCBIGene:70605,
ENSMUSG00000085743,8430419K02Rik,RIKEN cDNA 8430419K02 gene,,
ENSMUSG00000020527,Myo19,myosin XIX,NCBIGene:66196,
ENSMUSG00000055723,Rras2,related RAS viral (r-ras) oncogene 2,NCBIGene:66922,
ENSMUSG00000099907,Gm10421,predicted gene 10421,NCBIGene:100038689,
ENSMUSG00000026921,Egfl7,EGF-like domain 7,NCBIGene:353156,
ENSMUSG00000028195,Ccn1,cellular communication network factor 1,NCBIGene:16007,
ENSMUSG00000070469,Adamtsl3,ADAMTS-like 3,NCBIGene:269959,
ENSMUSG00000087618,Gm14114,predicted gene 14114,,
ENSMUSG00000115858,4930588J15Rik,RIKEN cDNA 4930588J15 gene,NCBIGene:67740,
ENSMUSG00000023066,Rttn,rotatin,NCBIGene:246102,
ENSMUSG00000058258,Idi1,isopentenyl-diphosphate delta isomerase,NCBIGene:319554,
ENSMUSG00000048304,Slitrk3,"SLIT and NTRK-like family, member 3",NCBIGene:386750,
ENSMUSG00000043587,Pxylp1,2-phosphoxylose phosphatase 1,NCBIGene:235534,
ENSMUSG00000113769,5033406O09Rik,RIKEN cDNA 5033406O09 gene,NCBIGene:77675,
ENSMUSG00000033152,Podxl2,podocalyxin-like 2,NCBIGene:319655,
ENSMUSG00000087075,Lbhd2,LBH domain containing 2,NCBIGene:380787,
ENSMUSG00000051257,Trap1a,tumor rejection antigen P1A,NCBIGene:22037,
ENSMUSG00000061048,Cdh3,cadherin 3,NCBIGene:12560,
ENSMUSG00000068762,Gstm6,"glutathione S-transferase, mu 6",NCBIGene:14867,
ENSMUSG00000056564,Olfr324,olfactory receptor 324,NCBIGene:257892,
ENSMUSG00000004035,Gstm7,"glutathione S-transferase, mu 7",NCBIGene:68312,
ENSMUSG00000028337,Coro2a,"coronin, actin binding protein 2A",NCBIGene:107684,
ENSMUSG00000093536,Smim17,small integral membrane protein 17,NCBIGene:100042450,
ENSMUSG00000060579,Fhit,fragile histidine triad gene,NCBIGene:14198,
ENSMUSG00000051502,Ufsp1,UFM1-specific peptidase 1,NCBIGene:70240,
ENSMUSG00000024654,Asrgl1,asparaginase like 1,NCBIGene:66514,
ENSMUSG00000027624,Epb41l1,erythrocyte membrane protein band 4.1 like 1,NCBIGene:13821,
ENSMUSG00000058135,Gstm1,"glutathione S-transferase, mu 1",NCBIGene:14862,
ENSMUSG00000043518,Rai2,retinoic acid induced 2,NCBIGene:24004,
ENSMUSG00000000552,Zfp385a,zinc finger protein 385A,NCBIGene:29813,
ENSMUSG00000038412,Higd1a,"HIG1 domain family, member 1A",NCBIGene:56295,
ENSMUSG00000028698,Pik3r3,phosphoinositide-3-kinase regulatory subunit 3,NCBIGene:18710,
ENSMUSG00000031458,Coprs,"coordinator of PRMT5, differentiation stimulator",NCBIGene:66423,
ENSMUSG00000023915,Tnfrsf21,"tumor necrosis factor receptor superfamily, member 21",NCBIGene:94185,
ENSMUSG00000031302,Nlgn3,neuroligin 3,NCBIGene:245537,
ENSMUSG00000026737,Pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",NCBIGene:18718,
ENSMUSG00000041037,Irgq,"immunity-related GTPase family, Q",NCBIGene:210146,
ENSMUSG00000059743,Fdps,farnesyl diphosphate synthetase,NCBIGene:110196,
ENSMUSG00000034926,Dhcr24,24-dehydrocholesterol reductase,NCBIGene:74754,
ENSMUSG00000075590,Nrbp2,nuclear receptor binding protein 2,NCBIGene:223649,
ENSMUSG00000049047,Armcx3,"armadillo repeat containing, X-linked 3",NCBIGene:71703,
ENSMUSG00000008999,Bmp7,bone morphogenetic protein 7,NCBIGene:12162,
ENSMUSG00000061533,Cep128,centrosomal protein 128,NCBIGene:75216,
ENSMUSG00000110710,C78859,expressed sequence C78859,,
ENSMUSG00000062753,AI413582,expressed sequence AI413582,NCBIGene:106672,
ENSMUSG00000039477,Tnrc18,trinucleotide repeat containing 18,NCBIGene:231861,
ENSMUSG00000050875,Minar2,membrane integral NOTCH2 associated receptor 2,NCBIGene:225583,
ENSMUSG00000022340,Sybu,syntabulin (syntaxin-interacting),NCBIGene:319613,
ENSMUSG00000041216,Clvs1,clavesin 1,NCBIGene:74438,
ENSMUSG00000027010,Slc25a12,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",NCBIGene:78830,
ENSMUSG00000013033,Adgrl1,adhesion G protein-coupled receptor L1,NCBIGene:330814,
ENSMUSG00000025579,Gaa,"glucosidase, alpha, acid",NCBIGene:14387,
ENSMUSG00000002265,Peg3,paternally expressed 3,NCBIGene:18616,
ENSMUSG00000020708,Psmc5,"protease (prosome, macropain) 26S subunit, ATPase 5",NCBIGene:19184,
ENSMUSG00000028496,Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",NCBIGene:70122,
ENSMUSG00000023169,Slc38a1,"solute carrier family 38, member 1",NCBIGene:105727,
ENSMUSG00000044024,Rell2,RELT-like 2,NCBIGene:225392,
ENSMUSG00000023456,Tpi1,triosephosphate isomerase 1,NCBIGene:21991,
ENSMUSG00000007021,Syngr3,synaptogyrin 3,NCBIGene:20974,
ENSMUSG00000037259,Dzank1,double zinc ribbon and ankyrin repeat domains 1,NCBIGene:241688,
ENSMUSG00000027673,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5,NCBIGene:66046,
ENSMUSG00000015013,Trappc2l,trafficking protein particle complex 2-like,NCBIGene:59005,
ENSMUSG00000030806,Stx1b,syntaxin 1B,NCBIGene:56216,
ENSMUSG00000028851,Nudc,nudC nuclear distribution protein,NCBIGene:18221,
ENSMUSG00000025266,Gnl3l,guanine nucleotide binding protein-like 3 (nucleolar)-like,NCBIGene:237107,
ENSMUSG00000027340,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",NCBIGene:54338,
ENSMUSG00000061603,Akap6,A kinase (PRKA) anchor protein 6,NCBIGene:238161,
ENSMUSG00000070394,Tmem256,transmembrane protein 256,NCBIGene:69186,
ENSMUSG00000034875,Nudt19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,NCBIGene:110959,
ENSMUSG00000028669,Pithd1,PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1,NCBIGene:66193,
ENSMUSG00000053550,Shisa7,shisa family member 7,NCBIGene:232813,
ENSMUSG00000053317,Sec61b,Sec61 beta subunit,NCBIGene:66212,
ENSMUSG00000028137,Celf3,"CUGBP, Elav-like family member 3",NCBIGene:78784,
ENSMUSG00000037747,Phyhipl,phytanoyl-CoA hydroxylase interacting protein-like,NCBIGene:70911,
ENSMUSG00000069170,Adgrv1,adhesion G protein-coupled receptor V1,NCBIGene:110789,
ENSMUSG00000023964,Calcr,calcitonin receptor,NCBIGene:12311,
ENSMUSG00000032343,Impg1,interphotoreceptor matrix proteoglycan 1,NCBIGene:63859,
ENSMUSG00000057719,Sh3rf2,SH3 domain containing ring finger 2,NCBIGene:269016,
ENSMUSG00000022949,Clic6,chloride intracellular channel 6,NCBIGene:209195,
ENSMUSG00000041559,Fmod,fibromodulin,NCBIGene:14264,
ENSMUSG00000021318,Gli3,GLI-Kruppel family member GLI3,NCBIGene:14634,
ENSMUSG00000057457,Phex,"phosphate regulating endopeptidase homolog, X-linked",NCBIGene:18675,
ENSMUSG00000039410,Prdm16,PR domain containing 16,NCBIGene:70673,
ENSMUSG00000079466,Prdm12,PR domain containing 12,NCBIGene:381359,
ENSMUSG00000041390,Mdfic,MyoD family inhibitor domain containing,NCBIGene:16543,
ENSMUSG00000109125,Gm45159,predicted gene 45159,,
ENSMUSG00000046922,Gpr6,G protein-coupled receptor 6,NCBIGene:140741,
